customerID,tenure,MonthlyCharges,Contract,InternetService,churn_probability,risk_category
3722-WPXTK,1,88.35,Month-to-month,Fiber optic,0.9067227828509566,High Risk 🔴
8161-QYMTT,7,94.1,Month-to-month,Fiber optic,0.9065347155021397,High Risk 🔴
7943-RQCHR,9,94.75,Month-to-month,Fiber optic,0.9064086211354193,High Risk 🔴
0897-FEGMU,11,99.5,Month-to-month,Fiber optic,0.9058590074303344,High Risk 🔴
9681-OXGVC,5,100.5,Month-to-month,Fiber optic,0.9055991834640813,High Risk 🔴
0564-JJHGS,9,95.5,Month-to-month,Fiber optic,0.9049344253038257,High Risk 🔴
9282-IZGQK,1,85.0,Month-to-month,Fiber optic,0.9048805546806346,High Risk 🔴
1455-ESIQH,1,89.1,Month-to-month,Fiber optic,0.9048183952403028,High Risk 🔴
1069-XAIEM,1,85.05,Month-to-month,Fiber optic,0.9047524411696366,High Risk 🔴
2660-EMUBI,10,95.35,Month-to-month,Fiber optic,0.9046737282139738,High Risk 🔴
7577-SWIFR,1,89.25,Month-to-month,Fiber optic,0.9044333665685377,High Risk 🔴
2725-KXXWT,1,90.75,Month-to-month,Fiber optic,0.9041572891866656,High Risk 🔴
0196-VULGZ,6,84.35,Month-to-month,Fiber optic,0.9041182446728622,High Risk 🔴
2446-BEGGB,6,98.25,Month-to-month,Fiber optic,0.9039679560929619,High Risk 🔴
0970-ETWGE,1,89.55,Month-to-month,Fiber optic,0.9036591284822825,High Risk 🔴
5150-ITWWB,3,94.85,Month-to-month,Fiber optic,0.9035573833125053,High Risk 🔴
9305-CDSKC,8,99.65,Month-to-month,Fiber optic,0.9032582816199132,High Risk 🔴
2672-HUYVI,6,91.1,Month-to-month,Fiber optic,0.9032416815057434,High Risk 🔴
2012-NWRPA,11,99.55,Month-to-month,Fiber optic,0.9028052222509118,High Risk 🔴
3027-ZTDHO,1,89.9,Month-to-month,Fiber optic,0.9027487721663666,High Risk 🔴
3988-RQIXO,1,91.3,Month-to-month,Fiber optic,0.9024647756025238,High Risk 🔴
1455-UGQVH,10,98.5,Month-to-month,Fiber optic,0.9024108230011102,High Risk 🔴
5383-MMTWC,8,84.0,Month-to-month,Fiber optic,0.9022311434313925,High Risk 🔴
4587-VVTOX,6,105.3,Month-to-month,Fiber optic,0.9020817814712665,High Risk 🔴
6630-UJZMY,4,83.25,Month-to-month,Fiber optic,0.9020310708034913,High Risk 🔴
1143-NMNQJ,2,85.7,Month-to-month,Fiber optic,0.9018169149299261,High Risk 🔴
8884-ADFVN,7,101.95,Month-to-month,Fiber optic,0.9017557226332287,High Risk 🔴
4115-NZRKS,7,89.15,Month-to-month,Fiber optic,0.9017185562363054,High Risk 🔴
7274-RTAPZ,1,90.55,Month-to-month,Fiber optic,0.9010377318974644,High Risk 🔴
4695-WJZUE,2,88.55,Month-to-month,Fiber optic,0.8998955996195078,High Risk 🔴
0187-QSXOE,7,89.0,Month-to-month,Fiber optic,0.8998604751884746,High Risk 🔴
2545-EBUPK,2,84.05,Month-to-month,Fiber optic,0.8996985994941962,High Risk 🔴
6023-YEBUP,3,100.95,Month-to-month,Fiber optic,0.8996078658747679,High Risk 🔴
6474-FVJLC,2,86.0,Month-to-month,Fiber optic,0.8992238376375419,High Risk 🔴
7228-OMTPN,4,88.45,Month-to-month,Fiber optic,0.8987914319369297,High Risk 🔴
0107-YHINA,1,99.75,Month-to-month,Fiber optic,0.898064574373121,High Risk 🔴
4822-RVYBB,8,100.6,Month-to-month,Fiber optic,0.8980150826709183,High Risk 🔴
7526-BEZQB,12,96.05,Month-to-month,Fiber optic,0.8973856114480848,High Risk 🔴
8603-IJWDN,1,86.6,Month-to-month,Fiber optic,0.8972141520594702,High Risk 🔴
4750-ZRXIU,4,84.6,Month-to-month,Fiber optic,0.897136724765838,High Risk 🔴
0781-LKXBR,9,100.5,Month-to-month,Fiber optic,0.8969444544274503,High Risk 🔴
2968-SSGAA,10,100.6,Month-to-month,Fiber optic,0.8968721982509067,High Risk 🔴
4078-SAYYN,11,100.75,Month-to-month,Fiber optic,0.8967398323810233,High Risk 🔴
2656-TABEH,4,100.2,Month-to-month,Fiber optic,0.8964562528262437,High Risk 🔴
6108-OQZDQ,4,97.95,Month-to-month,Fiber optic,0.8964467962020101,High Risk 🔴
4912-PIGUY,1,84.6,Month-to-month,Fiber optic,0.8964080735556099,High Risk 🔴
7398-SKNQZ,3,94.9,Month-to-month,Fiber optic,0.896073938198361,High Risk 🔴
4847-TAJYI,6,89.35,Month-to-month,Fiber optic,0.895958525525601,High Risk 🔴
4145-UQXUQ,8,92.1,Month-to-month,Fiber optic,0.8959348580610595,High Risk 🔴
6496-SLWHQ,3,105.0,Month-to-month,Fiber optic,0.8958423655431814,High Risk 🔴
3318-NMQXL,3,92.0,Month-to-month,Fiber optic,0.8957125627325212,High Risk 🔴
7450-NWRTR,12,99.45,Month-to-month,Fiber optic,0.8955728954151234,High Risk 🔴
3727-RJMEO,6,82.85,Month-to-month,Fiber optic,0.8954314074598896,High Risk 🔴
2990-HWIML,6,89.5,Month-to-month,Fiber optic,0.8951027734429574,High Risk 🔴
8593-WHYHV,3,85.3,Month-to-month,Fiber optic,0.8950644253110867,High Risk 🔴
0697-ZMSWS,4,85.65,Month-to-month,Fiber optic,0.8947940870280212,High Risk 🔴
8972-HJWNV,7,84.55,Month-to-month,Fiber optic,0.8944109804408341,High Risk 🔴
3811-VBYBZ,7,99.8,Month-to-month,Fiber optic,0.8942128063111032,High Risk 🔴
4273-MBHYA,1,89.35,Month-to-month,Fiber optic,0.8940955009473476,High Risk 🔴
1273-MTETI,4,88.85,Month-to-month,Fiber optic,0.8935088924698354,High Risk 🔴
5192-EBGOV,1,85.7,Month-to-month,Fiber optic,0.8933294341837187,High Risk 🔴
1724-BQUHA,5,89.5,Month-to-month,Fiber optic,0.8931409675587457,High Risk 🔴
9134-CEQMF,7,89.5,Month-to-month,Fiber optic,0.8930705621789418,High Risk 🔴
8414-MYSHR,5,91.4,Month-to-month,Fiber optic,0.8926682587097773,High Risk 🔴
4826-XTSOH,1,86.05,Month-to-month,Fiber optic,0.8926224937726104,High Risk 🔴
1941-HOSAM,1,90.1,Month-to-month,Fiber optic,0.8922542938369112,High Risk 🔴
2737-WFVYW,2,45.25,Month-to-month,DSL,0.8920113440935998,High Risk 🔴
4192-GORJT,5,94.45,Month-to-month,Fiber optic,0.8913613795703257,High Risk 🔴
8931-GJJIQ,9,83.3,Month-to-month,Fiber optic,0.8912423244067547,High Risk 🔴
8058-JMEQO,9,84.45,Month-to-month,Fiber optic,0.8912343035007719,High Risk 🔴
7488-MXJIV,4,85.65,Month-to-month,Fiber optic,0.891111507219306,High Risk 🔴
0495-RVCBF,1,79.7,Month-to-month,Fiber optic,0.8905438456330994,High Risk 🔴
8382-SHQEH,8,84.9,Month-to-month,Fiber optic,0.8900900799040935,High Risk 🔴
2265-CYWIV,4,99.6,Month-to-month,Fiber optic,0.8898743578575734,High Risk 🔴
0754-UKWQP,2,95.85,Month-to-month,Fiber optic,0.889710274657633,High Risk 🔴
8739-XNIKG,5,84.0,Month-to-month,Fiber optic,0.8896309423963636,High Risk 🔴
3319-DWOEP,6,95.75,Month-to-month,Fiber optic,0.8894226054570024,High Risk 🔴
4112-LUEIZ,10,89.5,Month-to-month,Fiber optic,0.8893600596826927,High Risk 🔴
8357-EQXFO,7,95.35,Month-to-month,Fiber optic,0.888989020295908,High Risk 🔴
1400-MMYXY,3,105.9,Month-to-month,Fiber optic,0.888716964265813,High Risk 🔴
2868-MZAGQ,1,79.25,Month-to-month,Fiber optic,0.8880797891504835,High Risk 🔴
3068-OMWZA,1,88.8,Month-to-month,Fiber optic,0.8880502947751435,High Risk 🔴
0195-IESCP,10,85.25,Month-to-month,Fiber optic,0.8873558117152198,High Risk 🔴
9025-AOMKI,6,93.55,Month-to-month,Fiber optic,0.8873076453009473,High Risk 🔴
3389-YGYAI,8,105.5,Month-to-month,Fiber optic,0.8871597804544521,High Risk 🔴
2642-DTVCO,9,85.05,Month-to-month,Fiber optic,0.8871211371449265,High Risk 🔴
9965-YOKZB,9,83.85,Month-to-month,Fiber optic,0.8870628988008061,High Risk 🔴
5229-PRWKT,8,86.55,Month-to-month,Fiber optic,0.8869136100102626,High Risk 🔴
8087-LGYHQ,9,94.05,Month-to-month,Fiber optic,0.8868066627362229,High Risk 🔴
2865-TCHJW,4,89.2,Month-to-month,Fiber optic,0.8867435418572728,High Risk 🔴
4927-WWOOZ,2,91.45,Month-to-month,Fiber optic,0.8866789662280005,High Risk 🔴
0021-IKXGC,1,72.1,Month-to-month,Fiber optic,0.8865629970518136,High Risk 🔴
6688-UZPWD,11,102.0,Month-to-month,Fiber optic,0.8865181474790939,High Risk 🔴
4614-NUVZD,1,81.1,Month-to-month,Fiber optic,0.8864173142282831,High Risk 🔴
8992-JQYUN,1,50.35,Month-to-month,DSL,0.8860827843417662,High Risk 🔴
9725-SCPZG,1,90.85,Month-to-month,Fiber optic,0.8859705876244242,High Risk 🔴
0325-XBFAC,8,94.7,Month-to-month,Fiber optic,0.8858906517401252,High Risk 🔴
5277-ZLOOR,2,85.55,Month-to-month,Fiber optic,0.8858395804190534,High Risk 🔴
4210-QFJMF,4,79.15,Month-to-month,Fiber optic,0.8855314135282198,High Risk 🔴
8348-HFYIV,2,49.25,Month-to-month,DSL,0.8852528545792159,High Risk 🔴
1925-TIBLE,7,86.5,Month-to-month,Fiber optic,0.8852404974524672,High Risk 🔴
4951-UKAAQ,4,88.95,Month-to-month,Fiber optic,0.8851442452436469,High Risk 🔴
7779-LGOVN,10,86.65,Month-to-month,Fiber optic,0.8841538704460332,High Risk 🔴
6350-XFYGW,4,94.75,Month-to-month,Fiber optic,0.884123583037779,High Risk 🔴
2205-YMZZJ,7,84.8,Month-to-month,Fiber optic,0.8840870811782363,High Risk 🔴
0259-GBZSH,2,85.65,Month-to-month,Fiber optic,0.8839442720886977,High Risk 🔴
9451-LPGOO,7,86.8,Month-to-month,Fiber optic,0.883927758177083,High Risk 🔴
0702-PGIBZ,4,101.7,Month-to-month,Fiber optic,0.8839102286423901,High Risk 🔴
2004-OCQXK,1,81.95,Month-to-month,Fiber optic,0.88384624682235,High Risk 🔴
3902-FOIGH,12,101.35,Month-to-month,Fiber optic,0.8837648483154633,High Risk 🔴
0723-DRCLG,1,74.45,Month-to-month,Fiber optic,0.8836672690027692,High Risk 🔴
8622-ZLFKO,6,90.75,Month-to-month,Fiber optic,0.8835802437619615,High Risk 🔴
6457-USBER,1,80.8,Month-to-month,Fiber optic,0.8834136341559585,High Risk 🔴
2495-INZWQ,4,44.55,Month-to-month,DSL,0.8828954984207363,High Risk 🔴
6513-EECDB,1,73.55,Month-to-month,Fiber optic,0.882464819107469,High Risk 🔴
6230-BSUXY,1,85.0,Month-to-month,Fiber optic,0.8823677107355727,High Risk 🔴
8337-UPOAQ,10,89.8,Month-to-month,Fiber optic,0.8816869594532174,High Risk 🔴
4086-YQSNZ,3,80.4,Month-to-month,Fiber optic,0.8816334932903306,High Risk 🔴
4529-CKBCL,2,80.2,Month-to-month,Fiber optic,0.8814564723653011,High Risk 🔴
2026-TGDHM,7,79.3,Month-to-month,Fiber optic,0.8813183223362024,High Risk 🔴
2180-DXNEG,12,96.0,Month-to-month,Fiber optic,0.8813058641059854,High Risk 🔴
6567-HOOPW,1,79.2,Month-to-month,Fiber optic,0.8812739943217978,High Risk 🔴
7218-HKQFK,2,94.2,Month-to-month,Fiber optic,0.8811710909955915,High Risk 🔴
7760-OYPDY,2,80.65,Month-to-month,Fiber optic,0.8811522939341262,High Risk 🔴
2235-DWLJU,6,44.4,Month-to-month,DSL,0.880579600514818,High Risk 🔴
3387-VATUS,5,94.85,Month-to-month,Fiber optic,0.8802384827064603,High Risk 🔴
4548-SDBKE,5,85.2,Month-to-month,Fiber optic,0.8801833570632596,High Risk 🔴
1833-VGRUM,1,74.2,Month-to-month,Fiber optic,0.8801263564006704,High Risk 🔴
2657-VPXTA,10,88.85,Month-to-month,Fiber optic,0.8801071305749786,High Risk 🔴
4952-YSOGZ,4,85.95,Month-to-month,Fiber optic,0.8798792459919514,High Risk 🔴
8058-INTPH,1,79.65,Month-to-month,Fiber optic,0.8798660414006061,High Risk 🔴
7668-XCFYV,17,92.55,Month-to-month,Fiber optic,0.8798372427870009,High Risk 🔴
4102-OQUPX,1,74.4,Month-to-month,Fiber optic,0.8798164132085001,High Risk 🔴
9231-ZJYAM,4,78.85,Month-to-month,Fiber optic,0.8795265329563892,High Risk 🔴
5698-BQJOH,9,94.4,Month-to-month,Fiber optic,0.8795119425922608,High Risk 🔴
5380-AFSSK,5,93.9,Month-to-month,Fiber optic,0.8794998406347889,High Risk 🔴
9944-HKVVB,3,95.1,Month-to-month,Fiber optic,0.8794963261437592,High Risk 🔴
5956-VKDTT,5,74.35,Month-to-month,Fiber optic,0.8794266303194576,High Risk 🔴
3643-AHCFP,7,95.6,Month-to-month,Fiber optic,0.8793043452153263,High Risk 🔴
8775-LHDJH,1,90.6,Month-to-month,Fiber optic,0.8791906564457186,High Risk 🔴
4415-IJZTP,1,74.5,Month-to-month,Fiber optic,0.8791814999095426,High Risk 🔴
6941-PMGEP,5,80.0,Month-to-month,Fiber optic,0.8791231514215289,High Risk 🔴
4806-KEXQR,4,79.9,Month-to-month,Fiber optic,0.8785497833093393,High Risk 🔴
7858-GTZSP,12,86.55,Month-to-month,Fiber optic,0.8782089966327771,High Risk 🔴
9306-CPCBC,3,74.25,Month-to-month,Fiber optic,0.8781965112594602,High Risk 🔴
8740-CRYFY,1,78.95,Month-to-month,Fiber optic,0.877993738029505,High Risk 🔴
9546-CQJSU,2,91.4,Month-to-month,Fiber optic,0.877972132387172,High Risk 🔴
5494-HECPR,1,80.25,Month-to-month,Fiber optic,0.8779663646824336,High Risk 🔴
9689-PTNPG,2,80.25,Month-to-month,Fiber optic,0.8778602839351823,High Risk 🔴
7249-WBIYX,10,85.6,Month-to-month,Fiber optic,0.8777959460829735,High Risk 🔴
8473-VUVJN,1,73.65,Month-to-month,Fiber optic,0.8777795893371674,High Risk 🔴
5960-WPXQM,1,79.05,Month-to-month,Fiber optic,0.8776746836667073,High Risk 🔴
8580-AECUZ,1,79.1,Month-to-month,Fiber optic,0.8775148873732693,High Risk 🔴
4060-LDNLU,7,96.2,Month-to-month,Fiber optic,0.877465221633834,High Risk 🔴
0318-QUUOB,1,80.55,Month-to-month,Fiber optic,0.8773317889718278,High Risk 🔴
8816-VXNZD,1,75.1,Month-to-month,Fiber optic,0.8772725084137459,High Risk 🔴
8752-STIVR,4,79.0,Month-to-month,Fiber optic,0.8772702745770695,High Risk 🔴
2485-ITVKB,2,35.1,Month-to-month,DSL,0.8771127558433164,High Risk 🔴
9878-TNQGW,2,80.95,Month-to-month,Fiber optic,0.8770775010234462,High Risk 🔴
2789-HQBOU,3,80.35,Month-to-month,Fiber optic,0.8770771910660521,High Risk 🔴
9061-TIHDA,13,95.25,Month-to-month,Fiber optic,0.87700124127451,High Risk 🔴
2929-ERCFZ,8,94.2,Month-to-month,Fiber optic,0.8769274548164491,High Risk 🔴
2514-GINMM,1,79.5,Month-to-month,Fiber optic,0.8762300417683192,High Risk 🔴
4228-ZGYUW,4,90.05,Month-to-month,Fiber optic,0.8762248748329999,High Risk 🔴
0822-GAVAP,2,34.7,Month-to-month,DSL,0.876188943918592,High Risk 🔴
1761-AEZZR,1,79.55,Month-to-month,Fiber optic,0.8760686247829931,High Risk 🔴
4090-KPJIP,3,74.95,Month-to-month,Fiber optic,0.8759907161502062,High Risk 🔴
1618-CFHME,2,75.9,Month-to-month,Fiber optic,0.8756202807761739,High Risk 🔴
9239-ZBZZV,6,47.95,Month-to-month,DSL,0.8755916604608667,High Risk 🔴
7594-RQHXR,1,79.6,Month-to-month,Fiber optic,0.87540602616124,High Risk 🔴
3551-HUAZH,1,74.4,Month-to-month,Fiber optic,0.8753655101317578,High Risk 🔴
1981-INRFU,2,79.75,Month-to-month,Fiber optic,0.875222768311762,High Risk 🔴
0220-EBGCE,2,85.85,Month-to-month,Fiber optic,0.8751707358205554,High Risk 🔴
2645-QTLMB,7,94.25,Month-to-month,Fiber optic,0.875094352626577,High Risk 🔴
1304-NECVQ,2,78.55,Month-to-month,Fiber optic,0.875067521704007,High Risk 🔴
3793-MMFUH,13,95.05,Month-to-month,Fiber optic,0.8750128177289589,High Risk 🔴
4713-LZDRV,2,79.6,Month-to-month,Fiber optic,0.8748811432960445,High Risk 🔴
8086-OVPWV,2,80.2,Month-to-month,Fiber optic,0.8748764712883104,High Risk 🔴
6357-JJPQT,3,80.5,Month-to-month,Fiber optic,0.874854807303906,High Risk 🔴
9300-RENDD,1,79.95,Month-to-month,Fiber optic,0.8747707731980779,High Risk 🔴
1579-KLYDT,7,90.45,Month-to-month,Fiber optic,0.8746572296299033,High Risk 🔴
7209-JCUDS,10,94.9,Month-to-month,Fiber optic,0.8746192936159717,High Risk 🔴
2691-NZETQ,9,85.35,Month-to-month,Fiber optic,0.8744506479273969,High Risk 🔴
5240-IJOQT,1,74.7,Month-to-month,Fiber optic,0.8743884837886626,High Risk 🔴
1678-FYZOW,3,79.4,Month-to-month,Fiber optic,0.8743077395055989,High Risk 🔴
7294-TMAOP,1,90.55,Month-to-month,Fiber optic,0.8739672132154943,High Risk 🔴
1450-GALXR,10,98.5,Month-to-month,Fiber optic,0.8739662673558888,High Risk 🔴
8083-YTZES,4,74.35,Month-to-month,Fiber optic,0.8739662299427791,High Risk 🔴
5797-APWZC,1,90.6,Month-to-month,Fiber optic,0.8738032701446371,High Risk 🔴
6358-LYNGM,1,74.9,Month-to-month,Fiber optic,0.8737334948733813,High Risk 🔴
1157-BQCUW,1,74.95,Month-to-month,Fiber optic,0.8735692917628646,High Risk 🔴
2959-MJHIC,4,80.35,Month-to-month,Fiber optic,0.8735493606027841,High Risk 🔴
2027-FECZV,12,106.7,Month-to-month,Fiber optic,0.8733845212275421,High Risk 🔴
7363-QTBIW,9,79.75,Month-to-month,Fiber optic,0.8733079553390698,High Risk 🔴
7548-SEPYI,5,96.25,Month-to-month,Fiber optic,0.8732982200098559,High Risk 🔴
1875-QIVME,2,104.4,Month-to-month,Fiber optic,0.8730765308447179,High Risk 🔴
1452-VOQCH,1,75.1,Month-to-month,Fiber optic,0.8730755863515116,High Risk 🔴
9837-BMCLM,3,78.5,Month-to-month,Fiber optic,0.872944235038212,High Risk 🔴
5168-MSWXT,8,94.75,Month-to-month,Fiber optic,0.8728114137375296,High Risk 🔴
7439-DKZTW,1,80.55,Month-to-month,Fiber optic,0.8728021728755364,High Risk 🔴
6328-ZPBGN,11,95.15,Month-to-month,Fiber optic,0.8727490263733608,High Risk 🔴
0236-HFWSV,15,93.35,Month-to-month,Fiber optic,0.8725360726126185,High Risk 🔴
1320-HTRDR,3,75.5,Month-to-month,Fiber optic,0.8725089128002871,High Risk 🔴
1197-BVMVG,4,74.45,Month-to-month,Fiber optic,0.8724312631496771,High Risk 🔴
9787-XVQIU,1,75.3,Month-to-month,Fiber optic,0.8724147503829139,High Risk 🔴
0872-NXJYS,9,79.55,Month-to-month,Fiber optic,0.8723468945971719,High Risk 🔴
4988-IQIGL,1,75.35,Month-to-month,Fiber optic,0.8722490830616912,High Risk 🔴
3006-XIMLN,2,94.2,Month-to-month,Fiber optic,0.8722397602421251,High Risk 🔴
5834-ASPWA,1,75.45,Month-to-month,Fiber optic,0.8719171975724729,High Risk 🔴
2215-ZAFGX,9,85.5,Month-to-month,Fiber optic,0.8718082516241277,High Risk 🔴
7234-FECYN,8,101.35,Month-to-month,Fiber optic,0.8715695171573534,High Risk 🔴
6969-MVBAI,9,90.1,Month-to-month,Fiber optic,0.8715456376956157,High Risk 🔴
5935-FCCNB,17,94.2,Month-to-month,Fiber optic,0.8715079484860255,High Risk 🔴
3320-VEOYC,14,95.6,Month-to-month,Fiber optic,0.8714996300817577,High Risk 🔴
7225-CBZPL,17,94.8,Month-to-month,Fiber optic,0.8713841190324425,High Risk 🔴
5299-SJCZT,3,101.55,Month-to-month,Fiber optic,0.8710991152023378,High Risk 🔴
2018-QKYGT,1,81.05,Month-to-month,Fiber optic,0.870963442333132,High Risk 🔴
3452-GWUIN,19,94.95,Month-to-month,Fiber optic,0.8709412554313125,High Risk 🔴
7341-LXCAF,4,74.65,Month-to-month,Fiber optic,0.870936766042908,High Risk 🔴
6894-LFHLY,1,75.75,Month-to-month,Fiber optic,0.8709171256005669,High Risk 🔴
4140-MUHUG,3,86.85,Month-to-month,Fiber optic,0.8707805587690386,High Risk 🔴
0655-RBDUG,7,98.05,Month-to-month,Fiber optic,0.8706653951154503,High Risk 🔴
2609-IAICY,1,77.15,Month-to-month,Fiber optic,0.8705535021973878,High Risk 🔴
9897-KXHCM,3,80.3,Month-to-month,Fiber optic,0.8704871717045326,High Risk 🔴
7638-QVMVY,7,79.0,Month-to-month,Fiber optic,0.8704723336314788,High Risk 🔴
3091-FYHKI,1,35.45,Month-to-month,DSL,0.8702368728067446,High Risk 🔴
1173-XZPYF,11,89.2,Month-to-month,Fiber optic,0.8699495545419572,High Risk 🔴
7384-GHBPI,3,35.15,Month-to-month,DSL,0.8699330395817442,High Risk 🔴
2462-XIIJB,5,92.5,Month-to-month,Fiber optic,0.869913078601548,High Risk 🔴
0841-NULXI,1,35.55,Month-to-month,DSL,0.8699005394837774,High Risk 🔴
6892-EZDTG,4,91.65,Month-to-month,Fiber optic,0.8698557438350835,High Risk 🔴
9223-UCPVT,1,94.4,Month-to-month,Fiber optic,0.8697077090498619,High Risk 🔴
6979-ZNSFF,8,87.05,Month-to-month,Fiber optic,0.8696856191950671,High Risk 🔴
7240-ETPTR,9,48.75,Month-to-month,DSL,0.8695492335707783,High Risk 🔴
5597-GLBUC,1,85.45,Month-to-month,Fiber optic,0.8693272702023259,High Risk 🔴
7181-BQYBV,1,102.45,Month-to-month,Fiber optic,0.8691925570536145,High Risk 🔴
1075-BGWOH,16,98.75,Month-to-month,Fiber optic,0.8691811367040992,High Risk 🔴
9172-ANCRX,10,98.7,Month-to-month,Fiber optic,0.8691209384436038,High Risk 🔴
8168-UQWWF,11,97.85,Month-to-month,Fiber optic,0.8690562177445386,High Risk 🔴
1393-IMKZG,1,95.85,Month-to-month,Fiber optic,0.8689934908885855,High Risk 🔴
2636-OHFMN,4,48.55,Month-to-month,DSL,0.8688919126729221,High Risk 🔴
5955-ERIHD,18,94.7,Month-to-month,Fiber optic,0.8688833421220991,High Risk 🔴
3096-GKWEB,18,94.75,Month-to-month,Fiber optic,0.8686761553235554,High Risk 🔴
9248-OJYKK,1,76.45,Month-to-month,Fiber optic,0.8685577435743973,High Risk 🔴
0404-SWRVG,3,74.4,Month-to-month,Fiber optic,0.8685152398307513,High Risk 🔴
1624-NALOJ,5,89.8,Month-to-month,Fiber optic,0.8685118955206994,High Risk 🔴
7321-VGNKU,2,70.35,Month-to-month,Fiber optic,0.8684222539573279,High Risk 🔴
9919-KNPOO,21,94.3,Month-to-month,Fiber optic,0.8683632150097647,High Risk 🔴
2688-BHGOG,9,79.55,Month-to-month,Fiber optic,0.8683513304276796,High Risk 🔴
5429-LWCMV,12,89.15,Month-to-month,Fiber optic,0.86827740907641,High Risk 🔴
5565-FILXA,16,96.15,Month-to-month,Fiber optic,0.8682390437707374,High Risk 🔴
8780-IXSTS,6,90.1,Month-to-month,Fiber optic,0.868009013609803,High Risk 🔴
4749-OJKQU,4,75.65,Month-to-month,Fiber optic,0.8679011469996943,High Risk 🔴
3338-CVVEH,12,94.55,Month-to-month,Fiber optic,0.8676936744360745,High Risk 🔴
7613-LLQFO,12,84.45,Month-to-month,Fiber optic,0.8675944318982038,High Risk 🔴
3750-CKVKH,2,67.75,Month-to-month,Fiber optic,0.867378769251641,High Risk 🔴
4806-HIPDW,1,68.95,Month-to-month,Fiber optic,0.867290921378257,High Risk 🔴
2202-CUYXZ,1,84.85,Month-to-month,Fiber optic,0.8669727396654549,High Risk 🔴
7817-BOQPW,2,75.55,Month-to-month,Fiber optic,0.8669645136557376,High Risk 🔴
8225-BTJAU,10,79.25,Month-to-month,Fiber optic,0.8669150951318447,High Risk 🔴
9334-GWGOW,7,74.85,Month-to-month,Fiber optic,0.8668079398827773,High Risk 🔴
4844-JJWUY,1,86.0,Month-to-month,Fiber optic,0.8667817098524435,High Risk 🔴
3519-ZKXGG,3,75.85,Month-to-month,Fiber optic,0.8666107437880568,High Risk 🔴
5349-IECLD,2,94.95,Month-to-month,Fiber optic,0.8663981112259328,High Risk 🔴
0122-OAHPZ,7,73.85,Month-to-month,Fiber optic,0.8663917392125513,High Risk 🔴
4234-XTNEA,2,79.95,Month-to-month,Fiber optic,0.8662594620026707,High Risk 🔴
5288-AHOUP,11,78.5,Month-to-month,Fiber optic,0.866236993688088,High Risk 🔴
8245-UMPYT,16,96.4,Month-to-month,Fiber optic,0.8661929924829616,High Risk 🔴
0094-OIFMO,11,95.0,Month-to-month,Fiber optic,0.8660342723100032,High Risk 🔴
0722-TROQR,4,74.9,Month-to-month,Fiber optic,0.8659611758699486,High Risk 🔴
